Point,Comment,Inspected,Inspection comment,SiO2(Mass%),TiO2(Mass%),Al2O3(Mass%),Cr2O3(Mass%),FeO(Mass%),MnO(Mass%),NiO(Mass%),MgO(Mass%),CaO(Mass%),Na2O(Mass%),K2O(Mass%),P2O5(Mass%),Total(Mass%),SiO2(Norm%),TiO2(Norm%),Al2O3(Norm%),Cr2O3(Norm%),FeO(Norm%),MnO(Norm%),NiO(Norm%),MgO(Norm%),CaO(Norm%),Na2O(Norm%),K2O(Norm%),P2O5(Norm%),Total(Norm%),SiO2(Cation),TiO2(Cation),Al2O3(Cation),Cr2O3(Cation),FeO(Cation),MnO(Cation),NiO(Cation),MgO(Cation),CaO(Cation),Na2O(Cation),K2O(Cation),P2O5(Cation),Total(Cation),SiO2(mole%),TiO2(mole%),Al2O3(mole%),Cr2O3(mole%),FeO(mole%),MnO(mole%),NiO(mole%),MgO(mole%),CaO(mole%),Na2O(mole%),K2O(mole%),P2O5(mole%),Total(mole%),X,Y,Z,SiO2(K-ratio),TiO2(K-ratio),Al2O3(K-ratio),Cr2O3(K-ratio),FeO(K-ratio),MnO(K-ratio),NiO(K-ratio),MgO(K-ratio),CaO(K-ratio),Na2O(K-ratio),K2O(K-ratio),P2O5(K-ratio),Total(K-ratio),SiO2(K-raw),TiO2(K-raw),Al2O3(K-raw),Cr2O3(K-raw),FeO(K-raw),MnO(K-raw),NiO(K-raw),MgO(K-raw),CaO(K-raw),Na2O(K-raw),K2O(K-raw),P2O5(K-raw),Total(K-raw),Na(Net),Mg(Net),Al(Net),Si(Net),Cr(Net),Ti(Net),Ca(Net),K(Net),P(Net),Ni(Net),Fe(Net),Mn(Net),Na(BG-),Mg(BG-),Al(BG-),Si(BG-),Cr(BG-),Ti(BG-),Ca(BG-),K(BG-),P(BG-),Ni(BG-),Fe(BG-),Mn(BG-),Na(BG+),Mg(BG+),Al(BG+),Si(BG+),Cr(BG+),Ti(BG+),Ca(BG+),K(BG+),P(BG+),Ni(BG+),Fe(BG+),Mn(BG+),Na(L-value),Mg(L-value),Al(L-value),Si(L-value),Cr(L-value),Ti(L-value),Ca(L-value),K(L-value),P(L-value),Ni(L-value),Fe(L-value),Mn(L-value),Current,Na(Error%),Mg(Error%),Al(Error%),Si(Error%),Cr(Error%),Ti(Error%),Ca(Error%),K(Error%),P(Error%),Ni(Error%),Fe(Error%),Mn(Error%),Total(Error%),Na(D.L.),Mg(D.L.),Al(D.L.),Si(D.L.),Cr(D.L.),Ti(D.L.),Ca(D.L.),K(D.L.),P(D.L.),Ni(D.L.),Fe(D.L.),Mn(D.L.), ,,Bi(Net),Ar(Net),Br(Net),As(Net)
11,dr1 Line 002,dr1 Line 002,,38.55,0.0674,21.71,0.037,27.39,2.09,0.0265,9.01,1.59,0.0076,0,0.0505,100.529,38.3472,0.067,21.5958,0.0368,27.2459,2.079,0.0264,8.9626,1.5816,0.0076,0,0.0502,100,5.946,0.0078,3.947,0.0045,3.534,0.273,0.0033,2.073,0.263,0.0023,0,0.0066,16.0605,42.2362,0.0555,14.0182,0.016,25.0974,1.9396,0.0234,14.7155,1.8666,0.0081,0,0.0234,100,-15.6204,-16.7039,11.594,33.2205,0.0696,18.0432,0.0373,28.0506,1.9724,0.0239,8.3689,1.6189,0.0058,0,0.0401,91.4513,63.947,0.1726,18.045,0.0821,184.301,4.193,0.0239,31.239,3.394,0.0391,0,0.1119,305.5486,31.7,65428,195159.4,334762.2,841,1163,33836.1,-36.7,126.8,155.2,161920.6,11495.1,298.7,617.4,1243.1,0,6526,3420.7,1878.9,1456.7,106.8,2225.9,1660.3,1106.3,226.9,503.9,852.7,1189.7,5521.4,3095.3,1762.1,1358.3,100.1,2022.4,1515.1,1021.2,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.93,206.73,0.76,0.36,0.34,30.2,16.86,1.28,300,32.28,82.82,0.31,1.97,673.91,116,82,66,66,109,108,65,53,102,194,119,153,1233, ,2613.1,2120.8,2996.8,2726.5
12,dr1 Line 003,dr1 Line 003,,38.63,0.0586,21.75,0.0296,27.41,2.09,0.0264,9.03,1.6,0.0015,0.001,0.0493,100.6764,38.3705,0.0582,21.6039,0.0294,27.2258,2.076,0.0262,8.9693,1.5893,0.0015,0.001,0.049,100,5.95,0.0068,3.949,0.0036,3.53,0.272,0.0033,2.073,0.263,0.0004,0.0002,0.0064,16.0577,42.2566,0.0482,14.0217,0.0128,25.0758,1.9365,0.0232,14.7247,1.8754,0.0016,0.0007,0.0228,100,-15.6184,-16.7039,11.594,33.2942,0.0604,18.0822,0.0298,28.0666,1.9677,0.0238,8.3834,1.6208,0.0012,0.001,0.0392,91.5703,64.089,0.1499,18.084,0.0657,184.406,4.183,0.0238,31.293,3.398,0.0078,0.004,0.1092,305.8134,6.7,65542.8,195574.5,335504.3,673,1010.3,33879.4,21.7,123.6,155.3,162014,11466.3,324,567.8,1252.5,0,6498,3473.6,1932.2,1374.4,105.2,2204.4,1628.3,1190.7,237.1,509.4,846.7,1195.7,5619.6,3146.3,1733.5,1314.3,116.9,2074.1,1514.7,998.7,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.88,1040.63,0.76,0.36,0.34,37.58,19.35,1.28,550.75,33.77,83.52,0.31,1.98,1770.63,120,81,66,67,109,109,65,52,106,195,119,156,1245, ,2640.3,2137.6,2984.3,2713.8
13,dr1 Line 004,dr1 Line 004,,38.56,0.0668,21.8,0.0345,27.46,2.07,0.0338,9.01,1.59,0.0061,0,0.0432,100.6744,38.3017,0.0664,21.654,0.0343,27.2761,2.0561,0.0336,8.9496,1.5793,0.0061,0,0.0429,100,5.941,0.0077,3.959,0.0042,3.537,0.27,0.0042,2.069,0.263,0.0018,0,0.0056,16.0625,42.1989,0.055,14.0602,0.0149,25.1327,1.9189,0.0298,14.6987,1.8645,0.0065,0,0.02,100,-15.6164,-16.7039,11.594,33.2283,0.069,18.1212,0.0348,28.1206,1.9531,0.0305,8.3649,1.6175,0.0047,0,0.0343,91.5789,63.962,0.171,18.123,0.0767,184.761,4.152,0.0305,31.224,3.391,0.0318,0,0.0956,306.0186,25,65398,196002,334839,785.9,1151.3,33811.1,-3.3,108.5,198.6,162326,11379.9,265.3,617.4,1208.1,0,6462.5,3320.5,1975.6,1463.4,118.5,2284.3,1621.9,1131.3,240.3,530.6,827.6,1216.4,5688.3,3130.3,1688.6,1294.8,125.2,1969,1506.8,979.5,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.93,250.97,0.76,0.36,0.34,32.38,16.93,1.28,300,38.97,65.36,0.31,1.98,709.64,115,83,65,67,109,108,65,53,111,195,118,153,1242, ,2649.8,2109.1,2983.5,2703.1
14,dr1 Line 005,dr1 Line 005,,38.51,0.0702,21.74,0.0319,27.41,2.08,0.0355,9.01,1.59,0.0084,0,0.0391,100.5251,38.3088,0.0698,21.6264,0.0317,27.2668,2.0691,0.0353,8.9629,1.5817,0.0084,0,0.0389,100,5.942,0.0081,3.954,0.0039,3.537,0.272,0.0044,2.072,0.263,0.0025,0,0.0051,16.064,42.1974,0.0579,14.0393,0.0138,25.1187,1.9306,0.0313,14.7172,1.8668,0.0089,0,0.0181,100,-15.6144,-16.7039,11.594,33.1825,0.0724,18.0702,0.0322,28.0721,1.9611,0.032,8.3638,1.6151,0.0065,0,0.0311,91.439,63.874,0.1796,18.072,0.0709,184.442,4.169,0.032,31.22,3.386,0.0437,0,0.0866,305.5758,35,65388.9,195447.3,334379.2,726,1209.9,33755,-16.7,98.5,208.6,162046.1,11428.6,257,605.8,1220,0,6502,3357.8,1905.9,1428.6,131.8,2243,1582.1,1153.2,252,527.4,846.1,1186.6,5714.3,3057.4,1744,1323.4,106.8,1977.6,1508.7,998,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.92,185.52,0.76,0.36,0.34,35.04,16.15,1.28,300,41.79,62.04,0.31,1.98,645.57,115,83,65,66,110,107,65,53,109,194,118,154,1239, ,2645.2,2121.2,2994,2711.9
15,F-6_A4_p1 Grid 001x001,F-6_ABW_A4_grid1,is on STDHcpxA_4,54.38,0.0455,1.4768,1.3672,2.56,0.0971,0.0623,18.11,19.19,1.3182,0.0795,0.0053,98.6919,55.1008,0.0461,1.4964,1.3853,2.5939,0.0984,0.0631,18.35,19.4444,1.3357,0.0806,0.0054,100,7.946,0.005,0.2544,0.158,0.312,0.012,0.0073,3.945,3.006,0.3735,0.0148,0.0007,16.0347,50.8281,0.032,0.8135,0.5052,2.0012,0.0769,0.0468,25.2332,19.2191,1.1945,0.0474,0.0021,100,4.7577,22.1184,10.759,50.9614,0.0438,1.2458,1.2452,2.5279,0.0883,0.0551,18.6051,18.9503,1.1833,0.0755,0.0042,94.9858,98.097,0.1086,1.2459,2.7415,16.609,0.1877,0.0551,69.448,39.728,8.0113,0.3171,0.0118,236.561,6343.8,145456.8,13474.2,513536,28089.2,731.6,396073.2,1685.3,13.4,357.4,14591.6,514.5,275.6,606.3,1292.8,0,5491.9,2939.7,1934.2,1317.9,100.2,1959.3,1344.6,965.4,232.2,581.3,723.2,1332.9,4964.1,2652.4,1718.7,1165.9,75.2,1765.5,1137.5,851.8,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.87,3.58,0.51,1.46,0.27,1.56,24.32,0.36,8.58,228.89,34.6,1.1,18.19,323.42,115,85,64,70,101,100,65,50,94,182,105,142,1173, ,310.7,531.2,357.4,616.3
16,F-6_A4_p1 Grid 001x002,F-6_ABW_A4_grid1,,54.38,0.044,1.4612,1.3669,2.55,0.0981,0.0724,18.11,19.15,1.3016,0.08,0.0004,98.6146,55.144,0.0446,1.4817,1.3861,2.5858,0.0995,0.0734,18.3644,19.419,1.3199,0.0811,0.0004,100,7.951,0.0048,0.2518,0.158,0.312,0.0121,0.0085,3.948,3,0.369,0.0149,0,16.0301,50.8616,0.0309,0.8054,0.5054,1.9946,0.0777,0.0545,25.2499,19.1917,1.1803,0.0477,0.0002,100,4.7577,22.1284,10.759,50.9598,0.0423,1.2326,1.245,2.5229,0.0892,0.064,18.6105,18.903,1.1683,0.0759,0.0003,94.9138,98.094,0.1049,1.2327,2.741,16.576,0.1896,0.064,69.468,39.629,7.9101,0.3191,0.0008,236.3292,6262.3,145498.7,13331.7,513522.1,28083.5,706.8,395086,1695.9,1.7,416,14563.1,519.6,369.3,593.2,1281.5,0,5751,2969.1,1961.6,1243.1,125.3,1879.7,1321.6,999.2,260.6,598.2,728.5,1256.5,4875.5,2636.6,1799.5,1136.2,95.2,1727.7,1176.3,818.7,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.85,3.63,0.51,1.46,0.27,1.57,25.16,0.36,8.43,3841.11,29.58,1.1,18.03,3931.21,127,86,64,68,102,100,66,49,105,179,106,142,1194, ,305.8,513,355.9,608.2
17,F-6_A4_p1 Grid 001x003,F-6_ABW_A4_grid1,,54.43,0.0485,1.464,1.3735,2.55,0.1066,0.0483,18.09,19.18,1.3341,0.0795,0.002,98.7065,55.1433,0.0491,1.4832,1.3915,2.5834,0.108,0.0489,18.3271,19.4313,1.3516,0.0805,0.002,100,7.952,0.0053,0.2521,0.1586,0.311,0.0132,0.0057,3.94,3.002,0.3779,0.0148,0.0003,16.0329,50.8705,0.0341,0.8064,0.5075,1.9932,0.0844,0.0363,25.2032,19.2075,1.2088,0.0474,0.0008,100,4.7577,22.1384,10.759,51.0211,0.0467,1.2352,1.2509,2.5171,0.097,0.0427,18.5853,18.9345,1.1978,0.0755,0.0016,95.0053,98.212,0.1158,1.2353,2.7541,16.538,0.2061,0.0427,69.374,39.695,8.1094,0.3173,0.0045,236.6042,6421.2,145302.3,13360,514138.3,28216.4,779.9,395749.8,1686.7,5,277.2,14530.7,564.5,282.2,576.2,1277.6,0,5499.3,2822.3,1860.4,1274.2,118.6,2002.3,1336,982,260.5,556.1,721.4,1294.3,4792.9,2735.5,1768.5,1232.5,91.8,1828.7,1130.6,856.7,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.88,3.56,0.51,1.46,0.27,1.56,22.84,0.36,8.6,645.29,44.8,1.1,16.82,747.17,119,83,63,69,101,100,65,50,102,185,105,143,1185, ,303.9,526,357.4,624.6
18,F-6_A4_p1 Grid 001x004,F-6_ABW_A4_grid1,,54.45,0.0482,1.4739,1.3708,2.54,0.1078,0.0588,18.17,19.17,1.3322,0.0822,0,98.8039,55.1092,0.0488,1.4917,1.3874,2.5707,0.1091,0.0595,18.39,19.4021,1.3483,0.0832,0,100,7.948,0.0053,0.2536,0.1582,0.31,0.0133,0.0069,3.953,2.998,0.377,0.0153,0,16.0386,50.8259,0.0338,0.8108,0.5058,1.9829,0.0852,0.0441,25.2832,19.1736,1.2056,0.0489,0,100,4.7577,22.1484,10.759,51.0305,0.0464,1.2432,1.2484,2.5108,0.098,0.052,18.6654,18.9226,1.1962,0.078,0,95.0916,98.23,0.1151,1.2433,2.7486,16.497,0.2084,0.052,69.673,39.67,8.0991,0.3277,0,236.8642,6413.2,145928.5,13446.4,514232,28161.5,775.5,395503.9,1741.6,-3.3,337.6,14492.7,571.6,351,615.1,1322.1,0,5539,2941.7,1985.6,1298.7,118.7,2004,1333.8,951,272.4,534.8,700.3,1310.4,4743.4,2744.4,1826.8,1161.6,95.3,1805.1,1138.2,820.7,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.83,3.58,0.51,1.46,0.27,1.56,23.2,0.36,8.34,300,36.98,1.1,16.43,393.79,127,83,64,70,101,101,66,50,103,184,105,140,1194, ,307.5,524.8,361,608.4
19,F-6_A4_p1 Grid 001x005,F-6_ABW_A4_grid1,,54.27,0.0489,1.4511,1.3694,2.55,0.1043,0.061,18.1,19.21,1.2917,0.0798,0,98.5362,55.0762,0.0496,1.4727,1.3897,2.5879,0.1058,0.0619,18.3689,19.4954,1.3109,0.081,0,100,7.945,0.0054,0.2504,0.1585,0.312,0.0129,0.0072,3.949,3.013,0.3667,0.0149,0,16.035,50.7947,0.0344,0.8004,0.5067,1.9961,0.0827,0.0459,25.2538,19.2655,1.1721,0.0476,0,100,4.7577,22.1584,10.759,50.857,0.047,1.2241,1.2472,2.5171,0.0948,0.0539,18.5904,18.9622,1.1592,0.0758,0,94.8287,97.896,0.1166,1.2242,2.746,16.538,0.2016,0.0539,69.393,39.753,7.8486,0.3184,0,236.0893,6213.9,145341.7,13239.8,512486.2,28133.7,785.3,396324.1,1692.6,-5,349.2,14529.7,553,315.8,633.3,1293.2,0,5448.6,2929,2043.4,1268.2,117,1978.3,1331.7,907.3,292.4,621.5,720.1,1258.2,4776.9,2686.7,1809.5,1196.3,105.3,1736,1162.9,870.5,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.85,3.64,0.51,1.47,0.27,1.56,22.8,0.36,8.53,300,35.34,1.1,16.93,392.51,126,88,64,68,100,100,67,50,105,182,106,140,1196, ,305.8,526.3,360.9,614.9
20,F-6_A4_p1 Grid 002x001,F-6_ABW_A4_grid1,,54.06,0.0461,1.4578,1.3778,2.55,0.0986,0.0613,18.16,19.24,1.3312,0.0782,0,98.461,54.905,0.0468,1.4806,1.3993,2.5899,0.1001,0.0623,18.4439,19.5407,1.352,0.0794,0,100,7.926,0.0051,0.2519,0.1597,0.313,0.0122,0.0072,3.968,3.023,0.3784,0.0146,0,16.0591,50.6221,0.0325,0.8045,0.51,1.997,0.0782,0.0462,25.3495,19.3047,1.2085,0.0467,0,100,4.7677,22.1184,10.759,50.6336,0.0444,1.2289,1.2549,2.525,0.0897,0.0542,18.6445,19.0013,1.1947,0.0743,0,94.7454,97.466,0.11,1.229,2.7629,16.59,0.1906,0.0542,69.595,39.835,8.0887,0.3122,0,236.2336,6404.8,145764.7,13292.7,510232.3,28306.9,742.1,397141.9,1659.7,-5,352.7,14576.3,523.2,305.9,581.7,1226.8,0,5557.4,3016.9,2007.3,1285.3,110.3,1995.7,1345.5,949.4,272.4,576.6,742.1,1231.8,4781.9,2605.7,1756.6,1161.6,88.6,1798.4,1159.9,852.4,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.83,3.58,0.51,1.47,0.27,1.56,24.1,0.36,8.65,300,35.48,1.1,17.9,394.98,123,84,63,68,101,100,66,50,100,184,106,141,1186, ,304.2,531.5,361,613.4
21,F-6_A4_p1 Grid 002x002,F-6_ABW_A4_grid1,,53.98,0.0494,1.4467,1.3733,2.54,0.0948,0.0528,18.08,19.18,1.3168,0.0823,0.0061,98.2022,54.9682,0.0503,1.4732,1.3984,2.5865,0.0965,0.0538,18.411,19.5311,1.3409,0.0838,0.0062,100,7.933,0.0055,0.2506,0.1596,0.312,0.0118,0.0062,3.961,3.02,0.3752,0.0154,0.0008,16.0511,50.688,0.0349,0.8006,0.5098,1.9947,0.0754,0.0399,25.3081,19.2981,1.1988,0.0493,0.0024,100,4.7677,22.1284,10.759,50.5686,0.0476,1.2199,1.2507,2.508,0.0862,0.0467,18.5708,18.934,1.182,0.0782,0.0048,94.4975,97.341,0.1179,1.22,2.7537,16.478,0.1832,0.0467,69.32,39.694,8.0027,0.3285,0.0135,235.4992,6336.9,145188.8,13195.2,509578.9,28213.6,793.8,395735.3,1746.3,15,302.5,14476.9,503,344.3,561.5,1313.5,0,5563.2,2917.8,1856.6,1295.1,113.6,1936.8,1365.3,984.3,277.4,578.2,710.2,1326.9,4742.6,2613.6,1726.3,1126.3,85.2,1804.8,1153.1,865.6,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.84,3.61,0.51,1.47,0.27,1.56,22.42,0.36,8.28,213.08,40.7,1.1,18.72,312.08,127,84,64,70,101,100,64,49,99,183,106,143,1190, ,310.8,521.4,366,615
22,F-6_A4_p1 Grid 002x003,F-6_ABW_A4_grid1,,54.02,0.0479,1.4533,1.3728,2.55,0.0969,0.0658,18.14,19.2,1.2878,0.0817,0.0022,98.3184,54.9439,0.0487,1.4782,1.3963,2.5936,0.0986,0.0669,18.4503,19.5284,1.3098,0.0831,0.0022,100,7.929,0.0053,0.2515,0.1593,0.314,0.012,0.0078,3.97,3.019,0.3666,0.0153,0.0003,16.0501,50.6571,0.0338,0.8032,0.5089,1.9999,0.077,0.0496,25.3578,19.2922,1.1708,0.0489,0.0009,100,4.7677,22.1384,10.759,50.5946,0.0461,1.2252,1.2504,2.5256,0.0881,0.0582,18.6365,18.9526,1.1557,0.0776,0.0018,94.6123,97.391,0.1142,1.2253,2.7529,16.594,0.1873,0.0582,69.565,39.733,7.8243,0.3261,0.0049,235.7762,6194.1,145702.1,13251.9,509839.3,28205.9,769.9,396127.2,1732.2,5,378.2,14579.1,513.8,324.7,585.8,1278.7,0,5633.5,2861.9,1963.2,1243.5,105.4,1929.7,1348.9,1024.3,234.3,582.4,744.8,1280.3,4661.1,2651.1,1844.3,1153.1,105.4,1730.5,1154.8,865.3,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.75,3.64,0.51,1.47,0.27,1.56,23.08,0.36,8.31,590.58,32.63,1.1,18.52,682.03,120,85,64,69,101,100,66,49,103,181,106,145,1189, ,308,517.2,358.2,617.6
23,F-6_A4_p1 Grid 002x004,F-6_ABW_A4_grid1,,53.97,0.0554,1.4564,1.3536,2.55,0.0944,0.0535,18.08,19.2,1.3137,0.0773,0,98.2043,54.9569,0.0564,1.483,1.3784,2.5966,0.0961,0.0545,18.4106,19.5511,1.3377,0.0787,0,100,7.932,0.0061,0.2523,0.1573,0.314,0.0117,0.0063,3.961,3.023,0.3744,0.0145,0,16.0526,50.6721,0.0391,0.8059,0.5024,2.0023,0.0751,0.0404,25.3049,19.3158,1.1958,0.0463,0,100,4.7677,22.1484,10.759,50.5499,0.0533,1.2281,1.2328,2.5223,0.0858,0.0473,18.5657,18.9531,1.1791,0.0734,0,94.4908,97.305,0.1322,1.2282,2.7142,16.572,0.1824,0.0473,69.301,39.734,7.9831,0.3083,0,235.5077,6320.9,145149.7,13282.6,509387.6,27808.3,890.1,396136.8,1637.9,-3.3,307.9,14559.1,500.3,351.4,600.6,1239.8,0,5618.2,2834.2,1982.6,1356.9,93.7,1965.9,1333.4,1007.2,266,619,709.4,1300,4716.4,2666.9,1865.5,1191.2,112.1,1806.9,1199.6,849.9,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.77,3.61,0.51,1.47,0.27,1.57,20.12,0.36,8.85,300,40.35,1.1,18.84,397.05,126,87,63,69,101,99,67,51,102,184,107,143,1199, ,307.9,518.7,368.1,609
24,F-6_A4_p1 Grid 002x005,F-6_ABW_A4_grid1,,53.86,0.0438,1.4484,1.3566,2.54,0.1028,0.0668,18.04,19.2,1.3231,0.0828,0.0081,98.0724,54.9186,0.0447,1.4769,1.3833,2.5899,0.1048,0.0681,18.3946,19.5774,1.3491,0.0844,0.0083,100,7.928,0.0048,0.2513,0.1579,0.313,0.0128,0.0079,3.959,3.029,0.3776,0.0155,0.001,16.0578,50.6431,0.031,0.8026,0.5043,1.9974,0.0819,0.0505,25.286,19.3442,1.2061,0.0497,0.0032,100,4.7677,22.1584,10.759,50.4471,0.0421,1.2212,1.2356,2.5156,0.0935,0.0591,18.524,18.9603,1.1872,0.0786,0.0065,94.3707,97.107,0.1045,1.2213,2.7203,16.528,0.1988,0.0591,69.145,39.749,8.0382,0.3304,0.0181,235.2197,6363.9,144821.9,13207.9,508354.3,27870.9,704.1,396287,1756.2,20.1,384.7,14520.8,545.2,314.4,563.6,1227.6,0,5442.4,2898.5,1966.9,1267.8,92,1876.6,1336.3,953.3,220.8,536.9,732.6,1304.6,4758.3,2706.1,1784.6,1073.8,108.7,1781.2,1152.4,837.9,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.79,3.58,0.51,1.47,0.27,1.57,25.28,0.36,8.17,163.78,32.12,1.1,17.21,255.42,117,82,63,70,100,100,66,49,101,181,106,141,1176, ,312.8,520.2,359.6,608.8
25,F-6_A4_p1 Grid 003x001,F-6_ABW_A4_grid1,,54.33,0.0456,1.4522,1.3512,2.55,0.0952,0.0716,18.07,19.22,1.3206,0.0779,0.0057,98.59,55.107,0.0463,1.473,1.3705,2.5865,0.0966,0.0726,18.3284,19.4949,1.3395,0.079,0.0058,100,7.949,0.005,0.2504,0.1563,0.311,0.0118,0.0084,3.941,3.014,0.3746,0.0145,0.0007,16.0367,50.8285,0.0321,0.8007,0.4997,1.9952,0.0754,0.0539,25.2009,19.267,1.1978,0.0465,0.0023,100,4.7777,22.1184,10.759,50.9219,0.0439,1.2252,1.2306,2.516,0.0866,0.0633,18.5609,18.9793,1.1853,0.074,0.0046,94.8916,98.021,0.1088,1.2253,2.7093,16.531,0.1841,0.0633,69.283,39.789,8.0251,0.3108,0.0127,236.2634,6354,145109.7,13252.4,513136.9,27759.2,733.5,396685.7,1651.3,15.1,410.3,14523.5,504.1,309.8,599.6,1316.4,0,5649,2930.8,1900.8,1321.4,97.1,1919.3,1366.6,993.1,281.4,601.2,725.2,1306.3,4876.9,2656.2,1798.7,1137.2,100.5,1708.3,1155.6,829,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.71,3.6,0.51,1.47,0.27,1.58,24.3,0.36,8.7,227.91,30.02,1.1,18.55,318.37,124,86,64,70,102,100,65,50,100,180,106,142,1189, ,309.8,520.8,358.4,613
26,F-6_A4_p1 Grid 003x002,F-6_ABW_A4_grid1,,53.97,0.0472,1.456,1.3638,2.57,0.0969,0.057,18.03,19.25,1.3179,0.0775,0.0122,98.2485,54.9321,0.048,1.482,1.3881,2.6158,0.0986,0.058,18.3514,19.5932,1.3414,0.0789,0.0124,100,7.93,0.0052,0.2521,0.1584,0.316,0.0121,0.0067,3.95,3.03,0.3755,0.0145,0.0015,16.052,50.6684,0.0333,0.8056,0.5062,2.0179,0.0771,0.043,25.2331,19.3647,1.1995,0.0464,0.0048,100,4.7777,22.1284,10.759,50.564,0.0454,1.2279,1.2421,2.5449,0.0882,0.0504,18.5138,19.0032,1.1824,0.0736,0.0097,94.5455,97.332,0.1126,1.228,2.7348,16.721,0.1874,0.0504,69.107,39.839,8.0051,0.3091,0.027,235.6534,6338.5,144743,13281.4,509529.6,28019.4,758.4,397182.3,1642.4,30.1,328.1,14691.1,514,311.4,609.4,1237.2,0,5509.8,2929.9,1970.5,1347.7,92.1,1988.9,1295.8,972.7,264.5,572.6,768.5,1300.8,4855.2,2668.7,1796.4,1213.8,70.3,1779.7,1158.6,867.2,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.73,3.6,0.51,1.47,0.27,1.57,23.55,0.36,8.85,101.29,37.94,1.09,18.33,198.83,122,85,64,69,101,100,66,51,90,183,105,143,1179, ,308,515.7,361.6,609.4
27,F-6_A4_p1 Grid 003x003,F-6_ABW_A4_grid1,,53.94,0.0543,1.4529,1.3777,2.55,0.0985,0.0546,18.03,19.21,1.2996,0.0751,0.0016,98.1443,54.9599,0.0553,1.4804,1.4037,2.5982,0.1004,0.0556,18.3709,19.5732,1.3242,0.0765,0.0016,100,7.933,0.006,0.2519,0.1602,0.313,0.0123,0.0065,3.953,3.027,0.3706,0.0141,0.0002,16.0478,50.6902,0.0384,0.8047,0.5118,2.0041,0.0784,0.0413,25.2579,19.3435,1.1841,0.045,0.0006,100,4.7777,22.1384,10.759,50.5328,0.0523,1.2254,1.2547,2.5162,0.0895,0.0483,18.514,18.9636,1.1661,0.0713,0.0013,94.4354,97.272,0.1296,1.2255,2.7625,16.532,0.1903,0.0483,69.108,39.756,7.8949,0.2995,0.0035,235.2221,6250.6,144744.9,13254.1,509220.3,28303.5,873.3,396359.4,1591.1,3.3,314.5,14524,522,292.8,538.7,1224.7,0,5541.2,2912.8,1895.6,1283.3,95.4,1997.7,1385.3,982.1,271,624.1,759.6,1268.2,4671.2,2603.3,1838.7,1149.4,93.7,1766.8,1159.4,844.9,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.77,3.62,0.51,1.47,0.27,1.55,20.51,0.36,8.93,787.21,39.48,1.1,18.02,883.03,121,85,64,69,100,100,66,49,98,183,107,142,1184, ,311.2,520.3,359.7,607.3
